Date,TrnId,Trn,TrnRk,TrnSite,TrnSpeed,TrnSpeedNb,CourtId,RoundId,Round,P1Id,P1,P2Id,P2,Result,IndexP,Player,AceRatePlayer,Srv1PtsP1,Srv1PtsWonP1,Srv2PtsP1,Srv2PtsWonP1,Rk1,Rk2,Odds1,Odds2,IsCompleted,P1ServingFirst,StatusP1,StatusP2,SetsP1,SetsP2,GamesP1,GamesP2,S1,S2,S3,S4,S5,S1_2,S2_2,S3_2,S4_2,S5_2,Duration,Age1,Age2,AvgAceRateP,AvgAceRateOpp,AvgPtsWonServ,AvgPtsWonRetrnOpp,IsEnoughData3,IsValidData
29/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,12,Final,5650,Yanina Wickmayer,9579,Nicole Gibbs,6-3 7-6(4),0,Yanina Wickmayer,2.4,61,41,21,13,49,122,1.4,3.28,True,True,,,2,0,13,9,6,7,-1,-1,-1,3,6,-1,-1,-1,95.1833333333333,-1,-1,3.5,3.7,58.1,43.4,1,1
29/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,12,Final,5650,Yanina Wickmayer,9579,Nicole Gibbs,6-3 7-6(4),1,Nicole Gibbs,3.9,52,31,25,12,49,122,1.4,3.28,True,True,,,0,2,13,9,6,7,-1,-1,-1,3,6,-1,-1,-1,95.1833333333333,-1,-1,2.3,5,55.8,41.8,1,1
28/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,10,1/2,9579,Nicole Gibbs,13325,Jennifer Brady,6-0 6-4,0,Nicole Gibbs,0,28,19,23,12,122,232,1.4,3.26,True,,,,2,0,12,4,6,6,-1,-1,-1,0,4,-1,-1,-1,68.6333333333333,-1,-1,2.3,0.3,55.8,39.5,0,1
28/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,10,1/2,9579,Nicole Gibbs,13325,Jennifer Brady,6-0 6-4,1,Jennifer Brady,0,40,17,22,10,122,232,1.4,3.26,True,,,,0,2,12,4,6,6,-1,-1,-1,0,4,-1,-1,-1,68.6333333333333,-1,-1,3.4,3.7,53.3,43.4,0,1
28/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,10,1/2,5650,Yanina Wickmayer,13541,Maria Sakkari,6-4 6-2,0,Yanina Wickmayer,5.1,37,26,22,10,49,182,1.27,4.31,True,,,,2,0,12,6,6,6,-1,-1,-1,4,2,-1,-1,-1,84.3166666666667,-1,-1,3.5,2.6,58.1,32.3,0,1
28/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,10,1/2,5650,Yanina Wickmayer,13541,Maria Sakkari,6-4 6-2,1,Maria Sakkari,3.1,49,25,15,5,49,182,1.27,4.31,True,,,,0,2,12,6,6,6,-1,-1,-1,4,2,-1,-1,-1,84.3166666666667,-1,-1,3.5,5,60.1,41.8,0,1
27/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,9,1/4,13325,Jennifer Brady,8584,Marina Melnikova,6-2 7-5,0,Jennifer Brady,7.7,35,22,17,11,232,225,1.52,2.8,True,,,,2,0,13,7,6,7,-1,-1,-1,2,5,-1,-1,-1,91.5333333333333,-1,-1,3.4,4.3,53.3,35,0,1
27/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,9,1/4,13325,Jennifer Brady,8584,Marina Melnikova,6-2 7-5,1,Marina Melnikova,0,46,25,14,5,232,225,1.52,2.8,True,,,,0,2,13,7,6,7,-1,-1,-1,2,5,-1,-1,-1,91.5333333333333,-1,-1,1.8,0.3,49.9,39.5,0,1
27/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,9,1/4,13541,Maria Sakkari,14289,Samantha Crawford,6-1 6-7(3) 6-2,0,Maria Sakkari,2.6,63,40,15,7,182,146,2.53,1.62,True,True,,,2,1,18,10,6,6,6,-1,-1,1,7,2,-1,-1,111.65,-1,-1,3.5,3,60.1,46.7,0,1
27/11/15 00:00:00,10377,Carlsbad Classic - Carlsbad,1,1085,0.81,17,1,9,1/4,13541,Maria Sakkari,14289,Samantha Crawford,6-1 6-7(3) 6-2,1,Samantha Crawford,4.1,58,30,40,15,182,146,2.53,1.62,True,True,,,1,2,18,10,6,6,6,-1,-1,1,7,2,-1,-1,111.65,-1,-1,7,2.6,57.2,32.3,0,1
