Date,TrnId,Trn,TrnRk,TrnSite,TrnSpeed,TrnSpeedNb,CourtId,RoundId,Round,P1Id,P1,P2Id,P2,Result,IndexP,Player,AceRatePlayer,Srv1PtsP1,Srv1PtsWonP1,Srv2PtsP1,Srv2PtsWonP1,Rk1,Rk2,Odds1,Odds2,IsCompleted,P1ServingFirst,StatusP1,StatusP2,SetsP1,SetsP2,GamesP1,GamesP2,S1,S2,S3,S4,S5,S1_2,S2_2,S3_2,S4_2,S5_2,AvgAceRateP,AvgAceRateOpp,AvgPtsWonServ,AvgPtsWonRetrnOpp,IsEnoughData3,IsValidData
06/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,12,Final,52279,Francisco Cerundolo,21506,Roberto Carballes Baena,6-4 3-6 6-3,0,Francisco Cerundolo,3.4,51,34,37,23,159,102,1.79,2.07,True,,,,2,1,15,13,6,3,6,-1,-1,4,6,3,-1,-1,3.1,4.1,61,42.7,1,1
06/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,12,Final,52279,Francisco Cerundolo,21506,Roberto Carballes Baena,6-4 3-6 6-3,1,Roberto Carballes Baena,2.3,51,35,35,16,159,102,1.79,2.07,True,,,,1,2,15,13,6,3,6,-1,-1,4,6,3,-1,-1,3.2,2.2,61.6,42.4,1,1
06/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,12,Final,7555,Pedro Sousa,29665,Carlos Taberner,6-0 5-7 6-2,0,Pedro Sousa,2.6,55,39,23,12,113,152,1.77,2.1,True,,,,2,1,17,9,6,5,6,-1,-1,0,7,2,-1,-1,2.9,4.9,60.3,43.4,1,1
06/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,12,Final,7555,Pedro Sousa,29665,Carlos Taberner,6-0 5-7 6-2,1,Carlos Taberner,0,50,23,41,23,113,152,1.77,2.1,True,,,,1,2,17,9,6,5,6,-1,-1,0,7,2,-1,-1,3.2,3.9,61.4,43.9,1,1
05/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,10,1/2,29665,Carlos Taberner,47543,Duje Ajdukovic,7-5 6-7(9) 6-4,0,Carlos Taberner,0.9,69,50,46,20,152,377,1.7,2.21,True,,,,2,1,19,16,7,6,6,-1,-1,5,7,4,-1,-1,3.2,2.8,61.4,46.9,0,1
05/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,10,1/2,29665,Carlos Taberner,47543,Duje Ajdukovic,7-5 6-7(9) 6-4,1,Duje Ajdukovic,3.5,84,54,60,24,152,377,1.7,2.21,True,,,,1,2,19,16,7,6,6,-1,-1,5,7,4,-1,-1,4.9,4.9,60.9,43.4,0,1
05/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,10,1/2,52279,Francisco Cerundolo,36617,Felipe Meligeni Rodrigues Alves,6-1 6-4,0,Francisco Cerundolo,5.3,33,21,24,14,159,242,1.68,2.26,True,True,,,2,0,12,5,6,6,-1,-1,-1,1,4,-1,-1,-1,3.1,4.9,61,41,1,1
05/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,10,1/2,52279,Francisco Cerundolo,36617,Felipe Meligeni Rodrigues Alves,6-1 6-4,1,Felipe Meligeni Rodrigues Alves,1.6,43,20,20,9,159,242,1.68,2.26,True,True,,,0,2,12,5,6,6,-1,-1,-1,1,4,-1,-1,-1,4.1,2.2,62.5,42.4,1,1
05/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,10,1/2,7555,Pedro Sousa,29579,Bernabe Zapata Miralles,6-4 6-1,0,Pedro Sousa,0,33,24,21,11,113,155,2.21,1.7,True,False,,,2,0,12,5,6,6,-1,-1,-1,4,1,-1,-1,-1,2.9,4,60.3,42.5,1,1
05/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,10,1/2,7555,Pedro Sousa,29579,Bernabe Zapata Miralles,6-4 6-1,1,Bernabe Zapata Miralles,1.9,37,19,16,5,113,155,2.21,1.7,True,False,,,0,2,12,5,6,6,-1,-1,-1,4,1,-1,-1,-1,2.8,3.9,59.3,43.9,1,1
05/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,10,1/2,21506,Roberto Carballes Baena,26845,Daniel Elahi Galan,6-4 6-2,0,Roberto Carballes Baena,1.9,30,20,22,17,102,117,2.14,1.76,True,,,,2,0,12,6,6,6,-1,-1,-1,4,2,-1,-1,-1,3.2,3.5,61.6,39.2,1,1
05/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,10,1/2,21506,Roberto Carballes Baena,26845,Daniel Elahi Galan,6-4 6-2,1,Daniel Elahi Galan,10.6,29,16,18,10,102,117,2.14,1.76,True,,,,0,2,12,6,6,6,-1,-1,-1,4,2,-1,-1,-1,6.5,4.1,63.9,42.7,1,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,29579,Bernabe Zapata Miralles,12614,Henri Laaksonen,6-2 3-6 6-4,0,Bernabe Zapata Miralles,1.2,58,34,23,15,155,135,1.68,2.25,True,False,,,2,1,15,12,6,3,6,-1,-1,2,6,4,-1,-1,2.8,4.8,59.3,41.1,1,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,29579,Bernabe Zapata Miralles,12614,Henri Laaksonen,6-2 3-6 6-4,1,Henri Laaksonen,4.9,45,27,37,20,155,135,1.68,2.25,True,False,,,1,2,15,12,6,3,6,-1,-1,2,6,4,-1,-1,6.4,4,61.7,42.5,1,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,29665,Carlos Taberner,13048,Jozef Kovalik,7-6(3) 6-1,0,Carlos Taberner,1.5,41,31,26,14,152,131,1.72,2.18,True,False,,,2,0,13,7,7,6,-1,-1,-1,6,1,-1,-1,-1,3.2,3.8,61.4,41.8,1,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,29665,Carlos Taberner,13048,Jozef Kovalik,7-6(3) 6-1,1,Jozef Kovalik,7.6,39,22,27,12,152,131,1.72,2.18,True,False,,,0,2,13,7,7,6,-1,-1,-1,6,1,-1,-1,-1,4.5,4.9,62.9,43.4,1,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,26845,Daniel Elahi Galan,23142,Dmitry Popko,6-3 6-3,0,Daniel Elahi Galan,6.5,40,29,22,13,117,172,1.8,2.07,True,,,,2,0,12,6,6,6,-1,-1,-1,3,3,-1,-1,-1,6.5,4.1,63.9,42.5,1,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,26845,Daniel Elahi Galan,23142,Dmitry Popko,6-3 6-3,1,Dmitry Popko,1.8,23,15,34,19,117,172,1.8,2.07,True,,,,0,2,12,6,6,6,-1,-1,-1,3,3,-1,-1,-1,3.4,3.5,61.7,39.2,1,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,47543,Duje Ajdukovic,1747,Andrea Arnaboldi,6-3 6-0,0,Duje Ajdukovic,16.2,23,19,14,6,377,276,1.56,2.51,True,False,,,2,0,12,3,6,6,-1,-1,-1,3,0,-1,-1,-1,4.9,5.6,60.9,38.5,0,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,47543,Duje Ajdukovic,1747,Andrea Arnaboldi,6-3 6-0,1,Andrea Arnaboldi,3.5,35,15,22,10,377,276,1.56,2.51,True,False,,,0,2,12,3,6,6,-1,-1,-1,3,0,-1,-1,-1,3.6,2.8,61.9,46.9,0,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,36617,Felipe Meligeni Rodrigues Alves,30087,Alejandro Tabilo,7-5 6-1,0,Felipe Meligeni Rodrigues Alves,6.9,32,26,26,14,242,173,1.85,2,True,True,,,2,0,13,6,7,6,-1,-1,-1,5,1,-1,-1,-1,4.1,5.5,62.5,42.6,1,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,36617,Felipe Meligeni Rodrigues Alves,30087,Alejandro Tabilo,7-5 6-1,1,Alejandro Tabilo,5.2,25,15,33,16,242,173,1.85,2,True,True,,,0,2,13,6,7,6,-1,-1,-1,5,1,-1,-1,-1,4.3,4.9,61.4,41,1,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,52279,Francisco Cerundolo,11881,Facundo Bagnis,6-2 7-5,0,Francisco Cerundolo,6.3,37,28,26,12,159,126,2.27,1.67,True,,,,2,0,13,7,6,7,-1,-1,-1,2,5,-1,-1,-1,3.1,4,61,41,1,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,52279,Francisco Cerundolo,11881,Facundo Bagnis,6-2 7-5,1,Facundo Bagnis,5.3,47,24,28,12,159,126,2.27,1.67,True,,,,0,2,13,7,6,7,-1,-1,-1,2,5,-1,-1,-1,6,2.2,62.9,42.4,1,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,7555,Pedro Sousa,23298,Kimmer Coppejans,6-2 3-6 6-1,0,Pedro Sousa,7.7,51,36,27,12,113,179,1.51,2.65,True,,,,2,1,15,9,6,3,6,-1,-1,2,6,1,-1,-1,2.9,3.7,60.3,43.2,1,1
04/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,9,1/4,7555,Pedro Sousa,23298,Kimmer Coppejans,6-2 3-6 6-1,1,Kimmer Coppejans,2.8,51,26,20,11,113,179,1.51,2.65,True,,,,1,2,15,9,6,3,6,-1,-1,2,6,1,-1,-1,3.6,3.9,58.9,43.9,1,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,21506,Roberto Carballes Baena,10813,Mohamed Safwat,6-4 1-6 6-0,0,Roberto Carballes Baena,4.2,41,29,30,18,102,157,1.25,4.12,True,False,,,2,1,13,10,6,1,6,-1,-1,4,6,0,-1,-1,3.2,4.3,61.6,38.8,1,1
04/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,9,1/4,21506,Roberto Carballes Baena,10813,Mohamed Safwat,6-4 1-6 6-0,1,Mohamed Safwat,8.5,56,35,26,13,102,157,1.25,4.12,True,False,,,1,2,13,10,6,1,6,-1,-1,4,6,0,-1,-1,4.3,4.1,60.5,42.7,1,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,1747,Andrea Arnaboldi,20396,Frederico Ferreira Silva,2-6 6-4 7-5,0,Andrea Arnaboldi,3.6,77,43,35,18,276,183,2.36,1.62,True,,,,2,1,15,15,2,6,7,-1,-1,6,4,5,-1,-1,3.6,4,61.9,44.1,1,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,1747,Andrea Arnaboldi,20396,Frederico Ferreira Silva,2-6 6-4 7-5,1,Frederico Ferreira Silva,2.3,49,30,37,20,276,183,2.36,1.62,True,,,,1,2,15,15,2,6,7,-1,-1,6,4,5,-1,-1,4.3,5.6,62.1,38.5,1,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,29665,Carlos Taberner,18495,Alexey Vatutin,7-6(6) 6-3,0,Carlos Taberner,1.4,42,32,31,13,152,252,1.41,3.01,True,False,,,2,0,13,9,7,6,-1,-1,-1,6,3,-1,-1,-1,3.2,5.9,61.4,43.3,1,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,29665,Carlos Taberner,18495,Alexey Vatutin,7-6(6) 6-3,1,Alexey Vatutin,1.3,44,26,31,14,152,252,1.41,3.01,True,False,,,0,2,13,9,7,6,-1,-1,-1,6,3,-1,-1,-1,1.4,4.9,57.6,43.4,1,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,26845,Daniel Elahi Galan,52721,Sebastian Baez,6-3 3-6 7-6(5),0,Daniel Elahi Galan,3.5,69,36,45,24,117,316,1.36,3.27,True,,,,2,1,16,15,6,3,7,-1,-1,3,6,6,-1,-1,6.5,3.1,63.9,41.1,0,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,26845,Daniel Elahi Galan,52721,Sebastian Baez,6-3 3-6 7-6(5),1,Sebastian Baez,5.8,81,41,22,12,117,316,1.36,3.27,True,,,,1,2,16,15,6,3,7,-1,-1,3,6,6,-1,-1,2.8,3.5,62,39.2,0,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,23142,Dmitry Popko,25077,Joao Menezes,6-2 7-5,0,Dmitry Popko,3.4,36,25,22,13,172,196,1.73,2.17,True,,,,2,0,13,7,6,7,-1,-1,-1,2,5,-1,-1,-1,3.4,2.9,61.7,41.2,1,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,23142,Dmitry Popko,25077,Joao Menezes,6-2 7-5,1,Joao Menezes,4.3,47,25,22,8,172,196,1.73,2.17,True,,,,0,2,13,7,6,7,-1,-1,-1,2,5,-1,-1,-1,3.9,4.1,61.8,42.5,1,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,11881,Facundo Bagnis,12534,Renzo Olivo,6-1 7-5,0,Facundo Bagnis,8.9,23,15,33,19,126,216,1.34,3.38,True,True,,,2,0,13,6,6,7,-1,-1,-1,1,5,-1,-1,-1,6,2.7,62.9,41.6,1,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,11881,Facundo Bagnis,12534,Renzo Olivo,6-1 7-5,1,Renzo Olivo,2.1,31,18,17,2,126,216,1.34,3.38,True,True,,,0,2,13,6,6,7,-1,-1,-1,1,5,-1,-1,-1,2.7,4,57.2,41,1,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,52279,Francisco Cerundolo,14898,Facundo Mena,4-6 7-5 7-6(0),0,Francisco Cerundolo,3.7,63,44,44,26,159,238,1.16,5.19,True,,,,2,1,18,17,4,7,7,-1,-1,6,5,6,-1,-1,3.1,4.1,61,38.8,1,1
03/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,52279,Francisco Cerundolo,14898,Facundo Mena,4-6 7-5 7-6(0),1,Facundo Mena,4.5,57,40,55,30,159,238,1.16,5.19,True,,,,1,2,18,17,4,7,7,-1,-1,6,5,6,-1,-1,5.4,2.2,60.8,42.4,1,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,13048,Jozef Kovalik,26706,Altug Celikbilek,6-3 3-6 6-3,0,Jozef Kovalik,5,63,40,38,20,131,318,1.33,3.49,True,True,,,2,1,15,12,6,3,6,-1,-1,3,6,3,-1,-1,4.5,5.9,62.9,38.1,0,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,13048,Jozef Kovalik,26706,Altug Celikbilek,6-3 3-6 6-3,1,Altug Celikbilek,3.9,72,43,31,14,131,318,1.33,3.49,True,True,,,1,2,15,12,6,3,6,-1,-1,3,6,3,-1,-1,3.8,3.8,59.6,41.8,0,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,7555,Pedro Sousa,10231,Gastao Elias,6-2 6-4,0,Pedro Sousa,0,49,31,15,8,113,429,1.63,2.35,True,,,,2,0,12,6,6,6,-1,-1,-1,2,4,-1,-1,-1,2.9,2.6,60.3,40.4,1,1
03/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,7555,Pedro Sousa,10231,Gastao Elias,6-2 6-4,1,Gastao Elias,0,47,23,27,12,113,429,1.63,2.35,True,,,,0,2,12,6,6,6,-1,-1,-1,2,4,-1,-1,-1,4.2,3.9,60.7,43.9,1,1
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,30087,Alejandro Tabilo,29673,Orlando Luz,w/o,0,Alejandro Tabilo,-1,-1,-1,-1,-1,173,309,1.33,3.48,False,,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.3,4,61.4,38.8,1,0
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,30087,Alejandro Tabilo,29673,Orlando Luz,w/o,1,Orlando Luz,-1,-1,-1,-1,-1,173,309,1.33,3.48,False,,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.8,5.5,62.4,42.6,1,0
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,29579,Bernabe Zapata Miralles,2123,Paolo Lorenzi,6-1 6-0,0,Bernabe Zapata Miralles,6.2,27,22,21,11,155,144,1.41,3.04,True,True,,,2,0,12,1,6,6,-1,-1,-1,1,0,-1,-1,-1,2.8,4.7,59.3,38.8,1,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,29579,Bernabe Zapata Miralles,2123,Paolo Lorenzi,6-1 6-0,1,Paolo Lorenzi,3,20,9,13,3,155,144,1.41,3.04,True,True,,,0,2,12,1,6,6,-1,-1,-1,1,0,-1,-1,-1,4.5,4,61.2,42.5,1,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,47543,Duje Ajdukovic,28170,Arthur Rinderknech,6-2 2-6 6-1,0,Duje Ajdukovic,1.1,62,37,27,12,377,178,2.07,1.8,True,True,,,2,1,14,9,6,2,6,-1,-1,2,6,1,-1,-1,4.9,4.4,60.9,37,0,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,47543,Duje Ajdukovic,28170,Arthur Rinderknech,6-2 2-6 6-1,1,Arthur Rinderknech,3.2,55,31,38,16,377,178,2.07,1.8,True,True,,,1,2,14,9,6,2,6,-1,-1,2,6,1,-1,-1,5.7,2.8,63.6,46.9,0,1
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,36617,Felipe Meligeni Rodrigues Alves,10971,Emilio Gomez,6-4 6-4,0,Felipe Meligeni Rodrigues Alves,8.1,45,30,29,18,242,160,1.63,2.35,True,,,,2,0,12,8,6,6,-1,-1,-1,4,4,-1,-1,-1,4.1,4.5,62.5,39.7,1,1
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,36617,Felipe Meligeni Rodrigues Alves,10971,Emilio Gomez,6-4 6-4,1,Emilio Gomez,7.9,40,25,23,11,242,160,1.63,2.35,True,,,,0,2,12,8,6,6,-1,-1,-1,4,4,-1,-1,-1,3.7,4.9,61.6,41,1,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,12614,Henri Laaksonen,25171,Quentin Halys,6-3 6-1,0,Henri Laaksonen,11.6,24,21,19,14,135,206,1.57,2.48,True,,,,2,0,12,4,6,6,-1,-1,-1,3,1,-1,-1,-1,6.4,4.3,61.7,39.6,1,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,12614,Henri Laaksonen,25171,Quentin Halys,6-3 6-1,1,Quentin Halys,3.6,25,16,30,11,135,206,1.57,2.48,True,,,,0,2,12,4,6,6,-1,-1,-1,3,1,-1,-1,-1,9,4.8,62.9,41.1,1,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,23298,Kimmer Coppejans,12653,Marco Trungelliti,w/o,0,Kimmer Coppejans,-1,-1,-1,-1,-1,179,247,1.66,2.29,False,,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.6,3.6,58.9,41.4,1,0
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,5,Second,23298,Kimmer Coppejans,12653,Marco Trungelliti,w/o,1,Marco Trungelliti,-1,-1,-1,-1,-1,179,247,1.66,2.29,False,,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.9,3.7,59.4,43.2,1,0
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,10813,Mohamed Safwat,7127,Thomaz Bellucci,2-6 6-4 6-3,0,Mohamed Safwat,4.4,59,38,32,16,157,282,2.63,1.52,True,True,,,2,1,14,13,2,6,6,-1,-1,6,4,3,-1,-1,4.3,3.9,60.5,41.7,1,1
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,10813,Mohamed Safwat,7127,Thomaz Bellucci,2-6 6-4 6-3,1,Thomaz Bellucci,3.8,45,27,33,19,157,282,2.63,1.52,True,True,,,1,2,14,13,2,6,6,-1,-1,6,4,3,-1,-1,4.9,4.3,60.7,38.8,1,1
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,21506,Roberto Carballes Baena,42971,Vit Kopriva,4-6 6-3 7-5,0,Roberto Carballes Baena,4.2,53,41,42,17,102,299,1.47,2.79,True,True,,,2,1,17,14,4,6,7,-1,-1,6,3,5,-1,-1,3.2,2.8,61.6,45.2,1,1
02/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,5,Second,21506,Roberto Carballes Baena,42971,Vit Kopriva,4-6 6-3 7-5,1,Vit Kopriva,3.8,55,35,49,23,102,299,1.47,2.79,True,True,,,1,2,17,14,4,6,7,-1,-1,6,3,5,-1,-1,3.8,4.1,56.3,42.7,1,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,20396,Frederico Ferreira Silva,28932,Hugo Grenier,6-3 6-2,0,Frederico Ferreira Silva,2.1,26,19,21,13,183,255,1.46,2.83,True,True,,,2,0,12,5,6,6,-1,-1,-1,3,2,-1,-1,-1,4.3,2.5,62.1,36.9,1,1
02/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,20396,Frederico Ferreira Silva,28932,Hugo Grenier,6-3 6-2,1,Hugo Grenier,9.3,29,12,14,7,183,255,1.46,2.83,True,True,,,0,2,12,5,6,6,-1,-1,-1,3,2,-1,-1,-1,6,4,57,44.1,1,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,18495,Alexey Vatutin,19474,Constant Lestienne,6-2 6-0,0,Alexey Vatutin,3.8,30,21,22,12,252,225,2.03,1.83,True,,,,2,0,12,2,6,6,-1,-1,-1,2,0,-1,-1,-1,1.4,4.1,57.6,41.3,1,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,18495,Alexey Vatutin,19474,Constant Lestienne,6-2 6-0,1,Constant Lestienne,2.2,14,6,32,12,252,225,2.03,1.83,True,,,,0,2,12,2,6,6,-1,-1,-1,2,0,-1,-1,-1,4.6,5.9,58.5,43.3,1,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,26706,Altug Celikbilek,26832,Goncalo Oliveira,2-6 7-5 7-6(3),0,Altug Celikbilek,1.9,66,39,39,17,318,287,1.62,2.36,True,,,,2,1,16,17,2,7,7,-1,-1,6,5,6,-1,-1,3.8,4.5,59.6,38.3,0,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,26706,Altug Celikbilek,26832,Goncalo Oliveira,2-6 7-5 7-6(3),1,Goncalo Oliveira,1,63,35,36,20,318,287,1.62,2.36,True,,,,1,2,16,17,2,7,7,-1,-1,6,5,6,-1,-1,3.7,5.9,58.5,38.1,0,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,1747,Andrea Arnaboldi,27358,Pedro Martinez Portero,6-1 6-2,0,Andrea Arnaboldi,12.5,30,24,18,11,276,85,5.76,1.14,True,True,,,2,0,12,3,6,6,-1,-1,-1,1,2,-1,-1,-1,3.6,5.3,61.9,43.4,1,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,1747,Andrea Arnaboldi,27358,Pedro Martinez Portero,6-1 6-2,1,Pedro Martinez Portero,1.7,39,21,19,7,276,85,5.76,1.14,True,True,,,0,2,12,3,6,6,-1,-1,-1,1,2,-1,-1,-1,2.5,5.6,59.8,38.5,1,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,29665,Carlos Taberner,18612,Joao Domingues,6-3 6-2,0,Carlos Taberner,4.1,30,22,19,14,152,176,1.54,2.55,True,True,,,2,0,12,5,6,6,-1,-1,-1,3,2,-1,-1,-1,3.2,3.1,61.4,41.1,1,1
01/12/20 00:00:00,16859,Maia CH,1,8312,0.97,32,2,4,First,29665,Carlos Taberner,18612,Joao Domingues,6-3 6-2,1,Joao Domingues,2.4,27,15,15,6,152,176,1.54,2.55,True,True,,,0,2,12,5,6,6,-1,-1,-1,3,2,-1,-1,-1,2.2,4.9,59,43.4,1,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,26845,Daniel Elahi Galan,21524,Jelle Sels,6-2 6-3,0,Daniel Elahi Galan,2,30,23,21,12,117,340,1.3,3.67,True,True,,,2,0,12,5,6,6,-1,-1,-1,2,3,-1,-1,-1,6.5,2.5,63.9,40.6,1,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,26845,Daniel Elahi Galan,21524,Jelle Sels,6-2 6-3,1,Jelle Sels,1.7,26,15,33,14,117,340,1.3,3.67,True,True,,,0,2,12,5,6,6,-1,-1,-1,2,3,-1,-1,-1,5.9,3.5,61,39.2,1,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,23142,Dmitry Popko,52394,Thiago Agustin Tirante,5-7 7-5 6-2,0,Dmitry Popko,7.1,39,29,59,31,172,376,1.65,2.3,True,,,,2,1,18,14,5,7,6,-1,-1,7,5,2,-1,-1,3.4,-1,61.7,-1,0,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,23142,Dmitry Popko,52394,Thiago Agustin Tirante,5-7 7-5 6-2,1,Thiago Agustin Tirante,3.2,74,45,50,20,172,376,1.65,2.3,True,,,,1,2,18,14,5,7,6,-1,-1,7,5,2,-1,-1,-1,4.1,-1,42.5,0,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,14898,Facundo Mena,14814,Guilherme Clezar,6-4 6-4,0,Facundo Mena,18,28,26,22,15,238,270,3.35,1.35,True,,,,2,0,12,8,6,6,-1,-1,-1,4,4,-1,-1,-1,5.4,7.3,60.8,38.9,1,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,14898,Facundo Mena,14814,Guilherme Clezar,6-4 6-4,1,Guilherme Clezar,4.8,43,32,41,17,238,270,3.35,1.35,True,,,,0,2,12,8,6,6,-1,-1,-1,4,4,-1,-1,-1,4.4,4.1,63.1,38.8,1,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,36617,Felipe Meligeni Rodrigues Alves,12048,Carlos Gomez-Herrera,6-4 7-6(3),0,Felipe Meligeni Rodrigues Alves,7.7,52,35,26,13,242,361,1.44,2.88,True,,,,2,0,13,10,6,7,-1,-1,-1,4,6,-1,-1,-1,4.1,-1,62.5,-1,0,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,36617,Felipe Meligeni Rodrigues Alves,12048,Carlos Gomez-Herrera,6-4 7-6(3),1,Carlos Gomez-Herrera,1.1,61,33,27,12,242,361,1.44,2.88,True,,,,0,2,13,10,6,7,-1,-1,-1,4,6,-1,-1,-1,-1,4.9,-1,41,0,1
01/12/20 00:00:00,16858,Campinas CH,1,6307,1.15,27,2,4,First,52279,Francisco Cerundolo,18348,Pedro Sakamoto,6-1 6-3,0,Francisco Cerundolo,7.4,38,31,16,6,159,290,1.37,3.21,True,,,,2,0,12,4,6,6,-1,-1,-1,1,3,-1,-1,-1,3.1,5.6,61,39.9,1,1
